Supplementary material: Table DR2. Full data set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arc,Sample,Location,Geologycal_age,Domain,Sample_type,Rock_type,Geochemistry Reference,Country,Age  (Ma),error (Ma),Age Reference,Longitude (X),Latitude (Y),SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O+,LOI,SUM (no water),,Nb_xrf,Zr_xrf,Y_xrf,Sr_xrf,Rb_xrf,Pb_xrf,Ga_xrf,Zn_xrf,Cu_xrf,Ni_xrf,Co_xrf,Cr_xrf,V_xrf,Ba_xrf,Sc_xrf,,Li_icpms,Sc_icpms,V_icpms,Co_icpms,Ni_icpms,Cu_icpms,Zn_icpms,Rb_icpms,Sr_icpms,Y_icpms,Nb_icpms,Zr_icpms,Mo_icpms,Cs_icpms,Cd_icpms,Ba_icpms,La_icpms,Ce_icpms,Pr_icpms,Nd_icpms,Sm_icpms,Eu_icpms,Gd_icpms,Tb_icpms,Dy_icpms,Ho_icpms,Er_icpms,Tm_icpms,Yb_icpms,Lu_icpms,Hf_icpms,Ta_icpms,W_icpms,Pb_icpms,Th_icpms,U_icpms,,La/Sm,La/Yb,Sr/Y,Sm/Yb,Dy/Yb,,87_86Sr,87_86Sr_error,87_86Sr initial,143_144Nd,143_144Nd_error,eNd,TDM ages,206_204Pb,206Pb_error,207_204Pb,207Pb_error,208Pb_204Pb,208Pb_error
Frontal arc,PAR 016,Parinacota,Quaternary,Arequipa,lava,dacite,"Davidson et al., 1990; Mamani et al., 2008",Chile,0.05,0.01,"Wörner et al., 1988",-69.113,-18.205,64.61,0.88,15.57,2.35,1.94,0.06,1.97,3.80,4.93,3.57,0.35,,1.10,100.03,,9.0,198.0,11.0,895.0,97.0,21.0,,102.0,37.0,33.0,25.0,37.0,92.0,1209.0,,,19.0,5.1,89.3,23.1,15.3,28.5,79.3,77.3,710.0,9.9,10.6,168.4,1.9,3.1,0.1,1194.2,38.9,79.6,8.7,33.0,5.2,1.3,3.7,0.4,1.9,0.3,0.6,0.1,0.7,0.1,4.4,0.8,61.6,15.4,10.9,1.8,,7.5,55.8,81.4,7.5,2.8,,0.7069,,0.7068,0.51229,,-6.7,1.1,18.026,,15.613,,38.320,
Frontal arc,PAR 081,Parinacota,Quaternary,Arequipa,lava,andesite,"Mamani et al., 2009",Chile,,,,-69.189,-18.205,58.40,1.28,15.99,6.83,0.00,0.09,3.27,5.66,4.19,2.95,0.49,,0.00,99.15,,12.5,242.5,19.0,1204.5,76.5,0.0,22.5,98.5,49.0,30.5,32.0,61.5,135.0,1395.0,,,13.7,9.3,136.3,31.6,27.7,47.5,101.2,71.9,1106.5,13.5,11.4,220.9,1.5,2.0,0.1,1347.2,47.2,97.7,11.2,43.9,7.0,1.8,5.2,0.5,2.9,0.5,0.9,0.1,0.9,0.1,5.6,0.8,,14.2,8.2,1.4,,6.7,50.3,63.4,7.5,3.0,,,,,,,,,,,,,,
Frontal arc,PAR 060,Parinacota,Quaternary,Arequipa,lava,andesite,"Mamani et al., 2009",Chile,,,,-69.137,-18.206,59.05,1.28,16.32,2.49,3.63,0.08,3.16,5.49,4.55,2.96,0.49,,0.70,99.50,,11.0,254.0,18.0,1156.0,67.0,0.0,23.6,104.0,51.0,21.0,33.0,37.0,128.0,1437.0,,,11.1,9.6,131.1,32.6,25.3,47.4,102.3,56.1,962.3,13.1,10.4,245.0,1.4,1.1,0.1,1359.2,44.9,94.0,10.9,43.0,6.9,1.8,5.1,0.5,2.8,0.5,0.9,0.1,1.0,0.1,6.1,0.9,,14.9,6.2,0.8,,6.5,47.2,64.2,7.3,3.0,,,,,,,,,,,,,,
Frontal arc,PAR 91-014,Parinacota,Quaternary,Arequipa,lava,dacite,"Mamani et al., 2008",Chile,,,,-69.159,-18.207,68.96,0.46,14.53,1.29,1.27,0.05,0.99,2.29,3.98,4.10,0.16,1.92,,98.08,,12.0,153.0,8.0,522.0,137.0,,19.3,46.0,12.0,8.0,7.0,22.0,37.0,940.0,,,,,,,,,,,,,12.0,153.0,,,,,,,,,,,,,,,,,,,,,,,19.6,4.7,,,,65.3,,,,0.7068,,,,,,,17.988,,15.602,,38.238,
Frontal arc,PAR 04-06,Parinacota,Quaternary,Arequipa,lava,dacite,"Hora et al., 2007",Chile,0.04,0.00,"Hora et al., 2007",-69.145,-18.207,68.40,0.51,14.70,3.01,,0.05,1.08,2.24,4.09,4.25,0.17,,,98.50,,10.0,179.0,9.0,549.0,131.0,22.0,19.0,62.0,23.0,9.0,11.0,12.0,53.0,1094.0,8.0,,24.1,2.3,47.4,5.5,6.1,19.4,51.5,88.5,364.3,6.1,10.1,73.2,2.6,4.7,0.0,1150.2,24.0,43.7,5.1,18.3,2.9,0.7,2.1,0.2,1.2,0.2,0.5,0.1,0.5,0.1,2.6,0.8,,19.7,12.8,2.0,,8.4,44.1,61.0,5.3,2.3,,,,,,,,,,,,,,
Frontal arc,PAR 071,Parinacota,Quaternary,Arequipa,lava,dacite,"Mamani et al., 2009",Chile,,,,-69.144,-18.208,67.81,0.53,14.93,2.95,,0.05,1.08,2.49,4.21,4.20,0.18,1.53,,98.43,,13.0,187.0,7.0,636.0,133.0,,,57.0,17.0,6.0,21.0,7.0,42.0,1043.0,,,22.7,1.3,47.0,15.2,5.9,15.6,37.2,69.0,372.2,6.9,9.6,72.9,2.4,4.4,0.1,953.6,29.2,50.9,6.0,21.2,3.2,0.8,2.3,0.2,1.3,0.2,0.5,0.1,0.5,0.1,2.5,0.8,,12.1,14.0,1.0,,9.1,53.4,90.9,5.8,2.5,,,,,,,,,,,,,,
Frontal arc,PAR 04-07,Parinacota,Quaternary,Arequipa,lava,dacite,"Hora et al., 2007",Chile,0.03,0.01,"Hora et al., 2007",-69.129,-18.208,61.60,1.09,15.50,5.36,,0.07,2.24,4.21,4.37,3.40,0.43,,,98.27,,13.0,232.0,11.0,976.0,86.0,18.0,21.0,94.0,26.0,22.0,15.0,32.0,110.0,1256.0,8.0,,14.3,5.6,105.8,13.5,17.6,29.0,90.2,55.8,795.7,10.8,10.9,218.8,1.7,2.9,0.1,1355.3,41.4,85.2,9.7,37.2,6.0,1.6,4.3,0.5,2.3,0.4,0.7,0.1,0.7,0.1,5.6,0.8,,14.8,10.0,1.7,,6.9,56.3,88.7,8.2,3.1,,,,,,,,,,,,,,
Frontal arc,PAR 225,Parinacota,Quaternary,Arequipa,lava,andesite,"Mamani et al., 2009",Chile,,,,-69.160,-18.209,53.21,1.64,15.90,8.79,   -    ,0.11,5.05,7.37,4.29,2.67,0.80,,-0.05,99.83,,16.0,246.0,24.0,1944.0,49.0,23.0,25.0,129.0,75.0,58.0,24.0,50.0,182.0,1867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,
Frontal arc,PAR 013,Parinacota,Quaternary,Arequipa,lava,basaltic andesite,"Mamani et al., 2009",Chile,,,,-69.158,-18.210,53.32,1.65,15.88,8.82,,0.12,4.98,7.57,4.26,2.41,0.74,,,99.75,,13.2,257.0,18.0,1669.0,45.0,16.0,24.0,123.0,68.0,56.0,29.0,70.0,208.0,1654.0,17.0,,11.8,12.6,205.5,23.4,43.8,56.5,108.2,45.3,1328.6,17.7,9.9,197.7,0.8,0.0,0.1,1320.0,66.3,116.5,16.6,64.9,10.8,2.8,7.8,0.8,4.0,0.7,1.4,0.2,1.2,0.2,5.4,0.4,0.4,14.3,7.0,1.0,,6.1,54.9,92.7,9.0,3.3,,,,,,,,,,,,,,
Frontal arc,DBF 114,Parinacota,Quaternary,Arequipa,lava,andesite,"Mamani et al., 2009",Chile,,,,-69.233,-18.210,58.66,1.30,16.08,7.17,,0.10,3.64,6.12,4.23,2.87,0.47,0.00,,100.64,,,,,,,,,,,,,,,,,,13.1,10.9,147.8,35.9,30.0,45.5,100.3,67.4,960.1,15.1,11.5,207.8,1.8,2.0,0.3,1191.9,43.2,90.1,10.3,40.5,6.7,1.8,5.1,0.6,2.8,0.5,1.0,0.2,1.0,0.1,5.3,1.0,147.6,13.2,7.8,1.5,,6.5,41.9,,6.5,2.7,,,,,,,,,,,,,,
Frontal arc,PAR 008,Parinacota,Quaternary,Arequipa,ignimbrite,rhyolite,"Mamani et al., 2009",Chile,,,,-69.154,-18.210,67.59,0.54,15.00,3.09,,0.05,1.12,2.56,4.19,3.95,0.20,,,98.29,,10.7,193.0,10.0,634.0,125.0,22.0,21.0,61.0,14.0,8.0,7.0,13.0,58.0,1023.0,5.0,,24.7,2.7,52.6,5.7,6.8,11.0,51.4,72.3,398.0,6.8,9.7,74.9,2.0,3.5,0.1,897.0,26.1,50.7,5.6,19.9,3.2,0.8,2.4,0.3,1.4,0.3,0.6,0.1,0.6,0.1,2.4,0.7,1.2,17.9,13.4,2.4,,8.1,43.1,63.4,5.3,2.4,,,,,,,,,,,,,,
Frontal arc,DBF 03-04,Parinacota,Quaternary,Arequipa,lava,andesite,"Hora et al., 2007",Chile,0.03,0.01,"Hora et al., 2007",-69.234,-18.210,58.10,1.27,15.90,6.86,,0.09,3.47,5.76,4.20,2.85,0.46,,,98.96,,8.0,215.0,17.0,1103.0,65.0,13.0,24.0,97.0,46.0,34.0,22.0,50.0,160.0,1281.0,13.0,,6.9,10.4,166.6,18.7,28.0,44.8,94.1,72.7,1035.9,14.7,11.5,222.0,1.6,1.3,0.1,1439.3,52.5,100.1,10.9,42.5,7.1,1.8,5.3,0.6,3.0,0.5,1.0,0.2,1.0,0.2,5.5,0.7,,13.5,8.6,1.7,,7.4,50.7,64.9,6.8,2.9,,,,,,,,,,,,,,
Frontal arc,PAR 012,Parinacota,Quaternary,Arequipa,lava,andesite,"Mamani et al., 2009",Chile,,,,-69.153,-18.211,56.47,1.40,16.58,8.15,0.00,0.10,4.01,6.56,4.14,2.26,0.43,,,100.10,,12.0,192.0,20.0,812.0,58.0,36.0,24.0,109.0,64.0,37.0,78.0,71.0,178.0,887.0,,,11.6,11.6,182.5,71.3,37.5,59.6,105.8,56.6,744.5,15.3,10.5,187.2,1.5,2.0,0.1,847.6,28.7,61.1,7.8,32.6,6.0,1.6,4.8,0.6,2.9,0.5,1.1,0.2,1.1,0.2,4.8,1.3,139.8,29.2,5.4,1.3,,4.8,26.9,40.6,5.6,2.7,,,,,,,,,,,,,,
Frontal arc,DBF 113,Parinacota,Quaternary,Arequipa,lava,andesite,"Mamani et al., 2009",Chile,,,,-69.218,-18.211,58.36,1.30,16.07,7.17,,0.10,3.65,6.10,4.14,2.85,0.46,0.00,,100.20,,,,,,,,,,,,,,,,,,10.6,10.8,151.9,35.7,28.0,43.4,100.4,67.9,959.2,15.2,11.4,208.5,1.7,2.0,0.2,1210.1,42.9,84.1,10.1,40.1,6.7,1.8,5.0,0.6,2.9,0.5,1.0,0.2,1.1,0.2,5.4,0.9,148.4,13.2,7.8,1.5,,6.4,40.5,,6.3,2.7,,,,,,,,,,,,,,
Frontal arc,PAR 03-26,Parinacota,Quaternary,Arequipa,lava,dacite,"Hora et al., 2007",Chile,0.05,0.00,"Hora et al., 2007",-69.168,-18.211,67.10,0.50,15.30,2.93,,0.05,1.07,2.66,4.27,4.02,0.19,,,98.08,,9.0,181.0,9.0,708.0,116.0,24.0,21.0,56.0,13.0,7.0,11.0,12.0,57.0,1326.0,9.0,,23.2,2.5,51.6,5.7,6.6,13.6,48.8,65.7,468.0,6.1,8.8,78.0,2.1,4.2,0.0,1381.0,26.9,50.3,5.9,21.7,3.5,0.9,2.7,0.3,1.5,0.3,0.7,0.1,0.7,0.1,2.7,0.7,,19.0,10.6,1.9,,7.7,40.7,78.7,5.3,2.2,,,,,,,,,,,,,,
Frontal arc,PAR 04-02,Parinacota,Quaternary,Arequipa,lava,dacite,"Hora et al., 2007",Chile,0.04,0.00,"Hora et al., 2007",-69.155,-18.212,68.50,0.53,14.60,3.10,,0.05,1.10,2.37,4.14,4.18,0.18,,,98.75,,11.0,191.0,10.0,561.0,131.0,25.0,20.0,64.0,18.0,7.0,8.0,14.0,56.0,1026.0,3.0,,24.7,2.2,48.6,5.7,6.1,17.1,52.0,85.6,377.6,6.5,10.4,89.2,2.6,4.8,0.0,1061.7,24.9,51.8,5.4,19.6,3.1,0.7,2.2,0.3,1.3,0.2,0.5,0.1,0.6,0.1,2.9,0.8,,20.4,13.1,2.0,,8.1,43.9,56.1,5.4,2.4,,,,,,,,,,,,,,
Frontal arc,PAR 007,Parinacota,Quaternary,Arequipa,ignimbrite,rhyolite,"Mamani et al., 2008",Chile,,,,-69.153,-18.212,67.51,0.54,14.95,3.03,,0.05,1.10,2.54,4.28,4.15,0.17,1.21,,98.32,,13.0,191.0,13.0,642.0,128.0,25.0,,60.0,16.0,7.0,14.0,6.0,41.0,1038.0,,,22.2,1.4,48.6,11.8,6.2,14.0,41.4,60.6,350.4,7.1,9.0,65.8,2.3,4.4,0.1,970.9,26.8,48.2,5.7,20.9,3.2,0.8,2.3,0.3,1.3,0.2,0.5,0.1,0.5,0.1,2.3,0.5,40.9,11.2,12.1,0.6,,8.4,49.5,49.4,5.9,2.4,,0.7068,,0.7068,,,,,17.978,,15.591,,38.218,
Frontal arc,PAR 011,Parinacota,Quaternary,Arequipa,lava,basaltic andesite,"Davidson et al., 1990; Mamani et al., 2008",Chile,0.00,0.00,"Wörner et al., 1988",-69.153,-18.213,54.04,1.62,16.06,8.59,0.00,0.11,4.79,7.58,4.25,2.63,0.76,,0.01,100.43,,15.0,244.0,24.0,1760.0,51.0,19.0,24.0,129.0,67.0,47.0,44.0,58.0,190.0,1732.0,,,,14.5,,,,,,,,,15.0,244.0,,1.5,,,79.1,161.0,,88.1,11.5,3.3,8.0,1.0,3.8,,,0.4,1.4,0.2,6.4,1.0,,,9.3,1.4,,6.9,56.1,73.3,8.2,2.7,,0.7061,,0.7061,0.51238,,-5.1,0.9,18.084,,15.614,,38.375,
Frontal arc,PAR 015,Parinacota,Quaternary,Arequipa,lava,dacite,"Mamani et al., 2009",Chile,,,,-69.131,-18.216,63.04,0.71,17.09,4.43,,0.07,1.30,3.43,4.30,3.75,0.28,1.94,,98.40,,28.0,287.0,16.0,819.0,127.0,24.0,,84.0,28.0,2.0,28.0,6.0,68.0,1282.0,,,21.9,4.8,75.3,26.8,4.4,32.6,90.8,120.5,931.5,12.1,13.3,293.7,2.8,4.3,0.5,1500.0,44.6,98.6,9.9,36.6,5.9,1.5,4.9,0.6,2.7,0.5,1.4,0.2,1.2,0.2,7.7,1.1,167.4,25.7,18.2,2.4,,7.5,37.4,51.2,5.0,2.3,,0.7071,,0.7071,0.51225,0.00001,-7.5,1.2,18.134,,15.593,,38.385,
Frontal arc,DBF 03-02,Parinacota,Quaternary,Arequipa,lava,dacite,"Hora et al., 2007",Chile,0.05,0.00,"Hora et al., 2007",-69.226,-18.216,66.90,0.54,15.00,3.05,,0.05,1.09,2.50,4.02,3.98,0.20,,,97.33,,11.0,192.0,14.0,592.0,123.0,22.0,20.0,63.0,17.0,8.0,8.0,11.0,58.0,1172.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3,,,,,,,,,,,,,,,,
Frontal arc,DBF 03-03,Parinacota,Quaternary,Arequipa,lava,andesite,"Hora et al., 2007",Chile,0.02,0.01,"Hora et al., 2007",-69.226,-18.216,57.90,1.29,16.00,6.97,,0.09,3.57,5.84,4.16,2.80,0.47,,,99.09,,7.0,214.0,17.0,1084.0,66.0,15.0,20.0,101.0,47.0,30.0,22.0,52.0,157.0,1269.0,11.0,,10.1,10.8,156.0,18.8,27.7,44.5,97.7,69.5,1010.8,14.8,11.3,223.9,1.7,2.1,0.1,1403.7,51.4,98.9,10.9,42.5,7.1,1.9,5.4,0.6,3.1,0.5,1.0,0.2,1.0,0.2,5.6,0.7,,13.7,8.3,1.6,,7.3,49.0,63.8,6.7,2.9,,,,,,,,,,,,,,
Frontal arc,DBF 185,Parinacota,Quaternary,Arequipa,lava,andesite,"Mamani et al., 2009",Chile,,,,-69.186,-18.218,58.46,1.32,16.30,7.00,,0.09,3.34,5.85,4.26,3.04,0.50,0.00,,100.16,,13.0,237.0,18.0,1162.0,71.0,,,98.0,28.0,27.0,27.0,62.0,141.0,1356.0,,,11.3,9.4,147.9,27.1,29.8,29.8,102.5,66.5,1014.4,14.3,12.1,224.2,1.5,1.7,0.1,1310.7,44.8,87.3,10.9,43.1,7.1,1.8,5.1,0.6,2.8,0.5,0.9,0.1,0.9,0.1,5.7,0.8,50.3,13.8,8.3,1.3,,6.3,49.0,64.6,7.7,3.1,,,,,,,,,,,,,,
Frontal arc,DBF 04-03,Parinacota,Quaternary,Arequipa,lava,dacite,"Hora et al., 2007",Chile,0.03,0.00,"Hora et al., 2007",-69.274,-18.218,63.50,0.87,15.80,4.83,,0.07,1.93,3.88,4.31,3.50,0.34,,,99.03,,10.0,222.0,15.0,799.0,98.0,21.0,22.0,86.0,29.0,11.0,14.0,26.0,92.0,1222.0,6.0,,17.0,4.5,82.9,10.1,10.6,27.9,76.7,83.2,673.2,11.0,10.6,207.9,2.1,3.2,0.1,1308.0,36.2,80.7,8.3,31.2,5.0,1.3,3.7,0.4,2.2,0.4,0.8,0.1,0.9,0.1,5.2,0.8,,17.7,10.8,1.9,,7.2,42.3,53.3,5.8,2.6,,,,,,,,,,,,,,
Frontal arc,PAR 072,Parinacota,Quaternary,Arequipa,lava,basaltic andesite,"Davidson et al., 1990; Mamani et al., 2008",Chile,,,,-69.153,-18.219,53.50,1.62,15.91,5.83,2.48,0.11,4.99,7.39,4.36,2.50,0.77,,0.61,99.46,,15.0,219.0,21.0,1865.0,51.0,16.0,,115.0,67.0,49.0,50.0,53.0,198.0,1789.0,,,10.4,13.6,191.3,43.9,46.9,54.9,119.5,46.4,1699.5,19.2,13.8,232.3,1.7,1.0,0.5,1718.4,73.8,156.2,18.2,72.6,11.5,3.0,8.3,0.8,4.2,0.7,1.2,0.2,1.3,0.2,5.8,1.0,,14.5,8.6,1.2,,6.4,57.8,88.8,9.0,3.3,,0.7061,,0.7061,,,,,18.075,,15.596,,38.306,
Frontal arc,PAR 073,Parinacota,Quaternary,Arequipa,lava,andesite,"Mamani et al., 2008",Chile,,,,-69.152,-18.219,56.50,1.40,16.48,8.12,0.00,0.10,4.05,6.50,4.13,2.28,0.42,,0.33,99.98,,12.0,189.0,19.0,794.0,59.0,108.0,24.0,108.0,67.0,38.0,78.0,85.0,185.0,883.0,,,12.8,11.4,179.8,66.6,40.4,62.1,106.0,56.6,748.0,14.9,10.1,180.5,1.7,2.1,0.5,819.0,28.7,60.8,7.8,32.7,6.1,1.6,4.9,0.6,3.1,0.5,1.2,0.2,1.1,0.2,4.8,1.3,,89.6,5.7,1.5,,4.7,25.6,41.8,5.5,2.8,,0.7067,,0.7067,0.51230,,-6.7,1.4,18.067,,15.603,,37.988,
Frontal arc,DBF 03-07,Parinacota,Quaternary,Arequipa,lava,andesite,"Hora et al., 2007",Chile,0.12,0.01,"Hora et al., 2007",-69.192,-18.220,58.70,1.32,16.00,6.87,,0.09,3.25,5.66,4.24,2.95,0.51,,,99.59,,10.0,241.0,11.0,1176.0,83.0,12.0,25.0,105.0,28.0,36.0,20.0,66.0,154.0,1392.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.9,,,,,,,,,,,,,,,,
Frontal arc,PAR 010,Parinacota,Quaternary,Arequipa,lava,basaltic andesite,"Mamani et al., 2009",Chile,,,,-69.153,-18.220,52.99,1.61,15.85,8.78,,0.11,4.89,7.54,4.25,2.49,0.69,,0.70,99.20,,15.0,236.0,22.0,1769.0,46.0,21.0,25.4,119.0,64.0,50.0,45.0,63.0,202.0,1783.0,,,10.0,14.0,203.6,42.2,48.7,62.9,126.8,46.9,1644.2,19.7,13.9,239.0,2.1,0.9,0.1,1679.6,75.8,152.6,17.8,70.7,11.3,3.0,8.1,0.8,4.0,0.7,1.2,0.2,1.2,0.2,5.9,0.8,48.9,14.6,8.0,1.1,,6.7,63.4,80.4,9.5,3.3,,,,,,,,,,,,,,
Frontal arc,DBF 091,Parinacota,Quaternary,Arequipa,lava,andesite,"Mamani et al., 2008",Chile,,,,-69.250,-18.220,62.60,0.89,15.89,5.00,,0.07,2.01,4.19,4.13,3.31,0.34,,,98.43,,7.0,203.0,14.0,862.0,96.0,,22.3,95.0,38.0,29.0,25.0,31.0,94.0,1235.0,5.5,,17.3,6.3,82.3,25.0,13.4,28.7,86.6,96.2,682.5,11.9,5.9,189.6,1.8,3.2,0.6,1192.7,41.4,84.0,9.6,35.1,5.8,1.5,4.5,0.5,2.6,0.4,1.2,0.2,1.0,0.2,5.2,0.3,60.6,18.8,11.6,2.5,,7.2,41.4,61.6,5.8,2.6,,0.7068,,0.7067,0.51230,,-6.6,1.2,18.108,,15.614,,38.366,
Frontal arc,PAR 226,Parinacota,Quaternary,Arequipa,lava,andesite,"Mamani et al., 2009",Chile,,,,-69.153,-18.220,53.14,1.61,15.86,8.65,   -    ,0.11,5.01,7.50,4.22,2.52,0.78,,0.36,99.40,,15.0,248.0,24.0,1917.0,47.0,,24.0,134.0,63.0,61.0,26.0,60.0,189.0,1829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.9,,,,,,,,,,,,,,,,
Frontal arc,PAR 217,Parinacota,Quaternary,Arequipa,lava,andesite,"Mamani et al., 2009",Chile,,,,-69.162,-18.221,53.13,1.63,15.97,8.79,   -    ,0.11,4.98,7.64,4.18,2.50,0.77,,0.05,99.70,,16.0,242.0,24.0,1862.0,48.0,18.0,25.0,127.0,82.0,53.0,27.0,64.0,198.0,1793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,77.6,,,,,,,,,,,,,,,,
Frontal arc,PAR 227,Parinacota,Quaternary,Arequipa,lava,andesite,"Mamani et al., 2009",Chile,,,,-69.152,-18.221,56.55,1.40,16.36,2.46,5.39,0.14,4.05,6.39,4.11,2.24,0.42,,0.40,99.51,,13.0,200.0,20.0,821.0,59.0,,23.0,107.0,68.0,48.0,25.0,92.0,171.0,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,,,,,,,,,,,,,,,,
Frontal arc,DBF 03-10,Parinacota,Quaternary,Arequipa,lava,dacite,"Hora et al., 2007",Chile,0.04,0.01,"Hora et al., 2007",-69.260,-18.221,64.20,0.84,15.70,4.65,,0.07,1.85,3.73,4.30,3.54,0.32,,,99.20,,9.0,221.0,14.0,783.0,104.0,19.0,21.0,83.0,46.0,13.0,10.0,25.0,94.0,1220.0,7.0,,21.6,6.0,89.1,10.8,11.1,30.5,79.1,105.2,704.0,11.6,11.0,185.0,2.2,3.6,0.1,1238.0,42.3,83.0,9.3,35.0,5.5,1.4,4.2,0.5,2.3,0.4,1.1,0.2,1.0,0.2,4.9,0.8,,18.1,12.2,2.5,,7.7,43.6,55.9,5.7,2.4,,,,,,,,,,,,,,
Frontal arc,DBF 03-11,Parinacota,Quaternary,Arequipa,lava,dacite,"Hora et al., 2007",Chile,0.05,0.01,"Hora et al., 2007",-69.260,-18.221,64.30,0.74,15.70,4.15,,0.06,1.69,3.48,4.20,3.65,0.27,,,98.24,,11.0,203.0,11.0,762.0,106.0,20.0,19.0,75.0,20.0,13.0,9.0,22.0,84.0,1226.0,9.0,,21.9,4.9,80.6,9.3,9.5,14.0,68.2,89.2,640.0,9.4,10.1,132.0,2.0,3.6,0.1,1225.0,36.1,67.6,7.8,28.9,4.6,1.1,3.4,0.4,1.9,0.3,0.9,0.1,0.8,0.1,3.7,0.8,,17.8,11.9,2.2,,7.9,46.3,69.3,5.8,2.4,,,,,,,,,,,,,,
Frontal arc,DBF 03-11,Parinacota,Quaternary,Arequipa,lava,dacite,"Hora et al., 2007",Chile,0.04,0.01,"Hora et al., 2007",-69.260,-18.221,64.20,0.75,15.80,4.13,,0.06,1.68,3.47,4.16,3.62,0.27,,,98.14,,11.0,200.0,11.0,766.0,107.0,26.0,22.0,74.0,11.0,14.0,14.0,21.0,78.0,1248.0,9.0,,21.9,4.9,80.6,9.3,9.5,14.0,68.2,89.2,640.0,9.4,10.1,132.0,2.0,3.6,0.1,1225.0,36.1,67.6,7.8,28.9,4.6,1.1,3.4,0.4,1.9,0.3,0.9,0.1,0.8,0.1,3.7,0.8,,17.8,11.9,2.2,,7.9,46.3,69.6,5.8,2.4,,,,,,,,,,,,,,
Frontal arc,DBF 03-08,Parinacota,Quaternary,Arequipa,lava,dacite,"Hora et al., 2007",Chile,0.04,0.00,"Hora et al., 2007",-69.258,-18.222,67.30,0.52,15.10,2.99,,0.05,1.05,2.46,3.99,4.04,0.18,,,97.69,,10.0,182.0,8.0,628.0,146.0,21.0,22.0,59.0,7.0,7.0,7.0,13.0,58.0,1132.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5,,,,,,,,,,,,,,,,
Frontal arc,PAR 222,Parinacota,Quaternary,Arequipa,lava,andesite,"Hora et al., 2007",Chile,,,,-69.157,-18.222,53.32,1.63,15.90,8.69,,0.11,5.03,7.52,4.28,2.49,0.77,,0.49,99.73,,16.0,233.0,23.0,1856.0,46.0,19.0,24.4,119.0,65.0,50.0,47.0,58.0,199.0,1876.0,,,,14.7,,,,,,,,,16.0,233.0,,1.2,,,82.5,165.0,,83.0,12.3,3.3,10.5,1.0,4.3,,,0.5,1.4,0.2,6.1,0.7,,,9.0,1.3,,6.7,57.7,80.7,8.6,3.0,,,,,,,,,,,,,,
Frontal arc,DBF 03-01,Parinacota,Quaternary,Arequipa,lava,andesite,"Hora et al., 2007",Chile,0.05,0.01,"Hora et al., 2007",-69.258,-18.222,62.30,0.89,15.80,4.92,,0.07,2.04,4.09,4.23,3.38,0.34,,,98.06,,9.0,217.0,14.0,839.0,92.0,17.0,21.0,85.0,48.0,14.0,13.0,26.0,97.0,1214.0,8.0,,20.1,6.6,104.0,12.6,14.1,37.7,87.0,89.8,781.0,12.1,10.5,204.0,2.0,3.0,0.1,1193.0,39.4,76.6,8.9,32.9,5.3,1.4,3.9,0.5,2.2,0.4,1.1,0.1,0.9,0.1,5.2,0.7,,17.7,11.0,2.2,,7.4,43.3,59.9,5.9,2.4,,,,,,,,,,,,,,
Frontal arc,DBF 03-09,Parinacota,Quaternary,Arequipa,lava,dacite,"Hora et al., 2007",Chile,0.04,0.00,"Hora et al., 2007",-69.259,-18.222,63.60,0.84,15.70,4.67,,0.07,1.84,3.78,4.19,3.54,0.32,,,98.54,,11.0,226.0,12.0,790.0,98.0,17.0,21.0,84.0,25.0,14.0,7.0,24.0,94.0,1222.0,10.0,,21.8,5.7,97.2,11.3,12.1,21.9,86.8,109.5,754.0,11.6,10.9,203.0,2.2,3.4,0.1,1227.0,40.6,78.8,8.8,32.2,5.1,1.3,3.8,0.4,2.1,0.4,1.0,0.1,0.9,0.1,5.1,0.8,,18.8,12.7,2.7,,7.9,47.2,65.8,5.9,2.4,,,,,,,,,,,,,,
Frontal arc,PAR 183,Parinacota,Quaternary,Arequipa,lava,dacite,"Mamani et al., 2008",Chile,,,,-69.203,-18.223,67.02,0.59,15.02,3.30,,0.06,1.23,2.78,4.23,4.12,0.20,1.77,,98.55,,15.0,204.0,11.0,652.0,125.0,24.0,,59.0,5.0,5.0,20.0,14.0,48.0,1037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3,,,,0.7068,,0.7068,,,,,17.995,,15.597,,38.240,
