SAMPLE ID,REFERENCES,TECTONIC SETTING,Location,Island,LOCATION COMMENT,LATITUDE,LONGITUDE,MIN ELEVATION,MAX ELEVATION,ROCK NAME,MIN AGE,MAX AGE,AGE,ANALYZED MATERIAL,ROCK TYPE,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,H2O,HE,CO2,F,CL,S,LI,BE,B,SC,TI,V,CR,MN,CO,NI,CU,ZN,GA,GE,AS,SE,BR,RB,SR,Y,ZR,NB,MO,RU,PD,AG,CD,INDIUM,SN,SB,TE,I,CS,BA,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,HF,TA,W,RE,OS,IR,PT,AU,TL,PB,BI,TH,U,iso143Nd144Nd,iso87Sr86Sr,iso206Pb204Pb,iso207Pb204Pb,iso208Pb204Pb,iso176Hf177Hf,HE3_HE4,HE3_HE4_R_RA,HE4_HE3,LATITUDE MAX,LONGITUDE MAX,LAND OR SEA,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,B2O3(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),C(PPM),NA,MG,AL,P,K,CA,FE(PPM),RH(PPM),HG(PPM),EPSILON_ND,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,
s_LG65 [9586],[9586],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA GOMERA / SHIELD STAGE,"BARRANCO DEL ERQUE, SMALL FIELD ROAD TOWARDS THE VILLAGES OF ERQUE AND ERQUITO",28.10,-17.26,,,BASALT [9586],,,,WR [9586] ,VOL,,44.72,2.81,10.12,,,,,11.34,,0.17,13.50,12.58,1.32,0.73,0.36,,1.73,,,,,,,,,,,284.00,762.00,,,231.00,,,,,,,,16.00,430.00,24.00,208.00,46.00,,,,,,,,,,,,204.00,36.00,75.00,8.60,36.00,7.20,2.40,6.90,0.90,4.90,0.90,2.20,0.30,1.70,0.20,5.30,3.20,,,,,,,,,,3.40,0.80,0.51289,0.70317,20.04,15.66,39.73,,,,,28.0978,-17.255,SAE,,,,OLIVINE-CLINOPYROXENE PHYRIC [9586] ,,,F,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45634-LG65,
s_LP1 [9586],[9586],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA PALMA,BARRANCO DE LAS ANGUSTIAS,28.50,-18.00,,,PICRITE [9586],,,,WR [9586] / MIN [9586] ,VOL,HE3_HE4(R/R(A)) from OLIVINE [9586],40.88,1.51,4.86,,,,,12.90,,0.18,29.83,5.79,0.80,0.49,0.24,,0.50,,,,,,,,,,,152.00,1920.00,,,974.00,,,,,,,,12.00,545.00,19.00,146.00,22.00,,,,,,,,,,,,168.00,26.00,56.00,6.90,30.00,6.40,2.20,6.00,0.80,4.10,0.70,1.70,0.20,1.20,0.20,3.90,2.30,,,,,,,,,,2.00,0.60,0.51290,0.70309,19.49,15.60,39.25,,,7.65,,28.5,-18,SAE,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45636-LP1,
s_LP13 [9586],[9586],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA PALMA / SHIELD STAGE,SMALL TOURIST TRAIL STARTING AT THE MIRADOR CUMBRECITA TOWARD THE NE FLANK OF THE CALDERA DE TABURIENTE,28.71,-17.85,,,PICRITE [9586],,,,WR [9586] / MIN [9586] ,VOL,HE3_HE4(R/R(A)) from OLIVINE [9586],42.32,2.13,6.89,,,,,11.75,,0.17,22.55,9.55,0.90,0.58,0.28,,1.60,,,,,,,,,,,221.00,1616.00,,,772.00,,,,,,,,16.00,351.00,15.00,123.00,28.00,,,,,,,,,,,,172.00,21.00,43.00,5.20,22.00,4.90,1.50,4.30,0.60,3.20,0.50,1.30,0.20,1.00,0.10,3.20,1.80,,,,,,,,1.30,,1.80,0.50,0.51288,0.70305,19.84,15.61,39.61,,,9.31,,28.7056,-17.8531,SAE,,,,OLIVINE-CLINOPYROXENE PHYRIC [9586] ,,,M,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45637-LP13,
s_LP25 [9586],[9586],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA PALMA / SHIELD STAGE,"THE SAME TOURIST TRAIL, CA. 100ñ150†M TO THE NORTH FROM THE GALERIA LA FAYA TOWARDS HOYO DE LAS PINAS",28.72,-17.85,,,PICRITE [9586],,,,WR [9586] ,VOL,,42.91,2.72,9.09,,,,,11.50,,0.17,17.69,10.71,1.20,0.81,0.37,,1.61,,,,,,,,,,,260.00,1339.00,,,444.00,,,,,,,,21.00,475.00,19.00,171.00,38.00,,,,,,,,,,,,236.00,31.00,60.00,7.40,31.00,6.90,2.00,5.90,0.80,4.20,0.70,1.70,0.20,1.40,0.20,4.60,2.70,,,,,,,,2.00,,2.70,0.70,0.51289,0.70307,19.83,15.61,39.62,,,,,28.72,-17.8467,SAE,,,,OLIVINE-CLINOPYROXENE PHYRIC [9586] ,,,F,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45639-LP25,
s_LP48 [9586],[9586],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA PALMA / SHIELD STAGE,SMALL TOURIST TRAIL OF A FEW KM LONG TURNING FROM THE LP22 ROAD TOWARDS PICO DE LA NIEVE,28.74,-17.83,,,NOT GIVEN [9586],,,,WR [9586] ,VOL,,42.67,3.29,11.65,,,,,12.73,,0.18,12.29,11.90,1.95,1.05,0.41,,0.55,,,,,,,,,,,342.00,547.00,,,226.00,,,,,,,,27.00,632.00,23.00,220.00,50.00,,,,,,,,,,,,331.00,38.00,77.00,9.10,39.00,7.90,2.40,7.10,0.90,5.20,0.80,2.00,0.30,1.60,0.20,5.50,3.50,,,,,,,,2.00,,3.50,1.00,0.51290,0.70306,19.87,15.61,39.64,,,,,28.7361,-17.8292,SAE,,,,APHYRIC [9586] ,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45643-LP48,
s_LP81 [9586],[9586],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA PALMA / SHIELD STAGE,SMALL TOURIST TRAIL OF A FEW KM LONG TURNING FROM THE LP22 ROAD TOWARDS PICO DE LA NIEVE,28.74,-17.83,,,BASALT [9586],,,,WR [9586] ,VOL,,42.25,2.36,7.73,,,,,11.71,,0.17,20.24,10.36,0.93,0.66,0.31,,0.55,,,,,,,,,,,239.00,1459.00,,,624.00,,,,,,,,17.00,407.00,16.00,144.00,32.00,,,,,,,,,,,,216.00,25.00,51.00,6.40,28.00,5.80,1.70,4.60,0.70,3.70,0.60,1.50,0.20,1.20,0.20,4.00,2.20,,,,,,,,1.60,,2.20,0.70,0.51289,0.70306,19.89,15.61,39.67,,,,,28.7361,-17.8292,SAE,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45643-LP81,
s_GCR-47 [14732],[14732],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / GRAN CANARIA / POST-ROQUE NUBLO FORMATION / SHIELD STAGE,,27.90,-15.50,,,BASANITE [14732],,,NEOGENE [14732],WR [14732] ,VOL,,44.04,3.57,10.98,,,,,11.36,,0.17,12.87,11.78,2.89,1.30,0.71,-0.32,,,,,,,,,,34.68,,,736.53,,129.88,279.92,84.99,118.47,,,,,,29.00,873.73,22.07,267.60,58.40,,,,,,,,,,,,494.49,50.00,105.16,12.57,51.98,9.64,2.89,8.86,1.15,5.23,0.87,2.21,0.26,1.56,0.21,0.32,0.39,,,,,,,,3.14,,6.41,1.28,0.51290,0.70317,19.54,15.61,39.44,,,,,28.1,-16,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484971,
s_GCR-60 [14732],[14732],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / GRAN CANARIA / POST-ROQUE NUBLO FORMATION / SHIELD STAGE,,27.90,-15.50,,,BASANITE [14732],,,NEOGENE [14732],WR [14732] ,VOL,,41.79,3.52,11.60,,,,,9.88,,0.19,11.86,11.95,3.55,1.72,0.94,1.43,,,,,,,,,,24.76,,,615.45,,133.74,269.01,75.98,115.81,,,,,,41.01,1439.61,28.10,352.80,77.20,,,,,,,,,,,,700.80,88.82,177.84,20.73,78.79,13.50,4.02,12.79,1.56,6.97,1.15,2.96,0.35,2.16,0.31,4.40,2.47,,,,,,,,5.47,,16.27,2.51,0.51289,0.70319,19.53,15.61,39.44,,,,,28.1,-16,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484973,
s_GCR-38 [14732],[14732],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / GRAN CANARIA / POST-ROQUE NUBLO FORMATION / SHIELD STAGE,,27.90,-15.50,,,TEPHRITE [14732],,,NEOGENE [14732],WR [14732] ,VOL,,41.52,3.69,13.46,,,,,10.96,,0.19,9.00,11.11,4.58,2.41,0.77,0.29,,,,,,,,,,28.80,,,365.39,,86.28,114.24,50.94,135.18,,,,,,65.82,1493.31,27.57,455.80,100.90,,,,,,,,,,,,1043.98,75.49,146.88,16.60,65.40,11.26,3.42,10.63,1.35,6.15,1.05,2.76,0.34,2.10,0.30,1.01,0.80,,,,,,,,6.38,,11.44,2.57,0.51291,0.70314,19.57,15.60,39.46,,,,,28.1,-16,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484976,
s_GCR-62 [14732],[14732],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / GRAN CANARIA / POST-ROQUE NUBLO FORMATION / SHIELD STAGE,,27.90,-15.50,,,BASANITE [14732],,,NEOGENE [14732],WR [14732] ,VOL,,41.58,3.29,10.31,,,,,10.38,,0.18,14.11,11.71,3.32,1.06,1.02,1.03,,,,,,,,,,22.92,,,539.43,,100.62,368.79,96.93,124.17,,,,,,39.08,1820.94,25.64,320.90,79.00,,,,,,,,,,,,702.54,91.14,185.52,21.28,81.07,13.89,4.13,13.05,1.54,6.83,1.09,2.80,0.33,2.03,0.28,5.74,3.86,,,,,,,,5.86,,17.02,2.51,0.51289,0.70322,19.50,15.61,39.41,,,,,28.1,-16,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484978,
s_GCR-63 [14732],[14732],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / GRAN CANARIA / POST-ROQUE NUBLO FORMATION / SHIELD STAGE,,27.90,-15.50,,,BASANITE [14732],,,NEOGENE [14732],WR [14732] ,VOL,,43.97,3.28,10.31,,,,,10.35,,0.18,14.31,11.76,3.12,1.36,1.03,-0.50,,,,,,,,,,23.32,,,542.99,,138.87,344.64,95.43,124.22,,,,,,34.13,1782.01,24.00,318.10,78.50,,,,,,,,,,,,690.40,91.91,190.44,21.75,83.51,14.06,4.20,13.20,1.60,6.99,1.13,2.85,0.34,2.04,0.29,5.37,3.24,,,,,,,,6.22,,17.47,2.33,0.51288,0.70322,19.56,15.64,39.49,,,,,28.1,-16,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484979,
s_GCR-18 [14732],[14732],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / GRAN CANARIA / POST-ROQUE NUBLO FORMATION / SHIELD STAGE,,27.90,-15.50,,,TEPHRITE [14732],,,NEOGENE [14732],WR [14732] ,VOL,,41.02,4.06,10.04,,,,,11.85,,0.20,11.47,12.25,4.01,1.24,1.21,1.18,,,,,,,,,,28.20,,,395.63,,83.38,229.93,72.69,157.90,,,,,,11.84,1387.55,33.24,317.70,72.10,,,,,,,,,,,,683.09,93.97,196.34,23.15,93.90,16.88,5.06,15.55,1.94,8.53,1.33,3.21,0.35,2.09,0.28,2.54,1.37,,,,,,,,4.51,,11.50,2.10,0.51293,0.70315,19.36,15.58,39.26,,,,,28.1,-16,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484996,
s_TF87 [4844],[4844],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE,TENO PENINSULA,28.50,-16.30,20,20,"BASALT, OLIVINE [4844]",,,,WR [4844] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51285,0.70313,19.60,15.64,39.43,,,,,28.5,-16.3,SAE,,,,"VERY FINE-GRAINED, SLIGHTLY PORPHYRITIC [4844] ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4860-TF87,
s_TF86 [1501],[1501][4844],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE,"TENO PENINSULA, DIKE",28.50,-16.30,20,20,TRACHYTE [1501],4500000 [1501],7400000 [1501],,WR [1501] ,VOL,,43.18,3.73,13.72,,,,,12.38,,0.19,7.60,11.29,3.62,1.40,0.78,-0.15,,,,,,,,,,32.00,,277.00,314.00,,43.00,114.00,97.00,105.00,,,,,,33.00,848.00,26.00,286.00,69.00,,,,,,,,,,,0.36,373.00,51.00,107.00,13.20,53.00,11.00,3.13,8.40,1.30,6.40,1.10,2.90,0.37,2.10,0.30,6.20,4.38,,,,,,,,5.00,,4.70,1.20,0.51289,0.70301,19.93,15.62,39.71,,,,,28.5,-16.3,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4862-TF86,
s_TF70 [4844],[4844],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE,MONTANA IZANA,28.50,-16.30,20,20,TRACHYTE [4844],,,,WR [4844] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51293,0.70284,19.91,15.63,39.60,,,,,28.5,-16.3,SAE,,,,"FINE- TO MEDIUM-GRAINED, PORPHYRITIC [4844] ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4866-TF70,
s_TF113 [4844],[4844],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE,"ANAGA MASSIF, ON THE ROAD NORTH OF VILAFLOR",28.50,-16.30,20,20,"PHONOLITE, TRACHYTIC [4844]",,,,WR [4844] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51285,0.70319,19.32,15.52,39.23,,,,,28.5,-16.3,SAE,,,,"VERY FINE-GRAINED, SLIGHTLY PORPHYRITIC [4844] ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4868-TF113,
s_TF114 [862] / s_TF-114 [4844],[862][4844],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE,"ANAGA MASSIF, ON THE ROAD NORTH OF VILAFLOR",28.50,-16.30,20,20,"TRACHYTE, ALKALINE [862]",,,,WR [862] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73,,,2.11,0.51280,0.70313,19.46,15.57,39.48,,,,,28.5,-16.3,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4868-TF114,
s_TF112 [4844],[4844],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE,"ANAGA MASSIF, LOS ROGUES DE UCANCA",28.50,-16.30,20,20,PHONOLITE [4844],,,,WR [4844] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51281,0.70317,19.47,15.56,39.39,,,,,28.5,-16.3,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4872-TF112,
s_LP-2 [920],[920],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA PALMA,BARRANCO DE LAS ANGUSTIAS,28.67,-17.90,,,"BASALT, ALKALINE [920]",,,,WR [920] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.86,703.50,,,,,,,,,,,,,,,,,,,34.28,7.22,,,,,,,,,,,,,,,,,,,2.51,,,1.08,0.51293,0.70316,19.48,15.67,39.32,,,,,28.67,-17.9,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4877-LP-2,
s_LP-3 [920],[920],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA PALMA,BARRANCO DE LAS ANGUSTIAS,28.67,-17.90,,,"BASALT, ALKALINE [920]",,,,WR [920] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.68,1326.00,,,,,,,,,,,,,,,,,,,86.18,14.58,,,,,,,,,,,,,,,,,,,10.93,,,2.48,0.51294,0.70302,19.79,15.65,39.61,,,,,28.67,-17.9,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4877-LP-3,
s_LP261925 [15508],[15508],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,NEAR HOYO NEGRO,28.50,-18.00,,,NOT GIVEN [15508],,100000 [15508],,WR [15508] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51291,0.70312,19.67,15.62,39.52,0.28297,,,,28.5,-18,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536681,
s_TF 1577 [15508],[15508],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE,,28.00,-16.50,,,NOT GIVEN [15508],,100000 [15508],,WR [15508] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51290,0.70307,19.73,15.62,39.54,0.28296,,,,28,-16.5,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536687,
s_GCQ 1369 [15508],[15508],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / GRAN CANARIA,,28.00,-15.60,,,NOT GIVEN [15508],,100000 [15508],,WR [15508] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51289,0.70315,19.36,15.58,39.18,0.28299,,,,28,-15.6,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536695,
s_EH9 [15508],[15508],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / EL HIERRO / SHIELD STAGE,,27.66,-18.02,,,NOT GIVEN [15508],,100000 [15508],,WR [15508] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51297,0.70296,19.18,15.55,38.80,0.28302,,,,27.6633,-18.0167,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536696,
s_205-1 [15625],[15625],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE / PICO TEIDE,"MONTANA REVENTADA, SECTIONS ALONG THE CHIO-VILAFLOR ROAD",28.30,-16.60,,,BASANITE [15625],1100 [15625],1100 [15625],,WR [15625] ,VOL,,46.63,3.31,17.16,,,,,10.01,,0.18,4.42,9.00,4.94,1.92,1.26,,0.08,,,,,,5.71,2.72,,8.79,18475.00,207.40,0.78,,52.95,1.13,16.96,136.30,21.65,,,,,39.50,982.10,28.90,366.50,82.30,0.75,,,,0.07,0.20,1.45,0.15,,,0.32,581.90,59.52,140.90,13.61,53.70,9.76,3.13,8.46,1.14,5.83,1.05,2.61,0.35,2.11,0.28,7.04,5.75,,0.00,,,,,0.06,3.18,0.02,6.48,1.90,0.51290,0.70304,19.74,15.61,39.56,,,,,28.3,-16.6,SAE,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,551738,
s_205-2 [15625],[15625],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE / PICO TEIDE,"MONTANA REVENTADA, SECTIONS ALONG THE CHIO-VILAFLOR ROAD",28.30,-16.60,,,BASANITE [15625],1100 [15625],1100 [15625],,WR [15625] ,VOL,,46.20,3.35,17.13,,,,,10.10,,0.18,4.53,9.15,4.97,1.85,1.29,,0.09,,,,,,10.81,3.33,,12.69,24698.00,274.50,0.46,,77.46,1.60,22.03,168.80,28.84,,,,,36.31,1327.30,44.43,447.40,115.30,0.97,,,,0.10,0.25,2.26,0.20,,,0.32,728.40,86.93,185.70,19.97,79.41,14.72,4.71,12.74,1.68,8.73,1.54,3.81,0.50,2.99,0.39,8.53,7.20,,0.00,,,,,0.12,3.75,0.02,8.59,2.19,0.51287,0.70304,19.74,15.62,39.57,,,,,28.3,-16.6,SAE,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,551739,
s_205-3 [15625],[15625],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE / PICO TEIDE,"MONTANA REVENTADA, SECTIONS ALONG THE CHIO-VILAFLOR ROAD",28.30,-16.60,,,BASANITE [15625],1100 [15625],1100 [15625],,WR [15625] ,VOL,,46.19,3.33,17.14,,,,,10.09,,0.18,4.55,9.12,4.93,1.88,1.30,,0.09,,,,,,8.26,2.30,,9.47,16337.00,177.10,1.18,,46.02,1.35,15.34,126.90,19.23,,,,,29.89,936.70,31.47,306.00,77.50,0.66,,,,0.08,0.16,1.46,0.13,,,0.33,528.80,60.33,125.20,14.04,55.84,10.46,3.32,9.12,1.19,6.25,1.10,2.70,0.36,2.15,0.28,5.95,4.63,,0.00,,,,,0.08,2.60,0.01,6.32,1.55,0.51288,0.70303,19.74,15.62,39.57,,,,,28.3,-16.6,SAE,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,551740,
s_E 206A [15625],[15625],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE / PICO TEIDE,"MONTANA REVENTADA, SECTIONS ALONG THE CHIO-VILAFLOR ROAD",28.30,-16.60,,,NOT GIVEN [15625],1100 [15625],1100 [15625],,WR [15625] ,VOL,,50.08,2.62,17.65,,,,,8.13,,0.18,3.35,6.91,6.30,2.46,0.99,,0.12,,,,,,6.79,3.34,,7.91,15208.00,144.50,0.50,,57.14,0.91,9.19,140.90,23.43,,,,,58.16,968.50,38.41,448.60,113.40,1.04,,,,0.11,0.16,1.92,0.27,,,0.72,780.30,84.60,166.60,18.02,67.83,12.07,3.87,10.22,1.41,7.54,1.32,3.44,0.46,2.87,0.38,8.28,7.07,,0.00,,,,,0.16,5.43,0.02,11.07,2.43,0.51290,0.70304,19.76,15.62,39.59,,,,,28.3,-16.6,SAE,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,551743,
s_E 206B [15625],[15625],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE / PICO TEIDE,"MONTANA REVENTADA, SECTIONS ALONG THE CHIO-VILAFLOR ROAD",28.30,-16.60,,,NOT GIVEN [15625],1100 [15625],1100 [15625],,WR [15625] ,VOL,,50.12,2.64,17.68,,,,,8.13,,0.18,3.44,7.01,6.05,2.62,1.00,,0.14,,,,,,11.76,2.69,,6.17,12766.00,120.93,0.70,,44.29,0.83,9.99,118.40,18.98,,,,,47.98,767.40,27.72,370.40,93.30,0.91,,,,0.08,0.13,1.55,0.23,,,0.51,594.60,61.32,125.30,13.01,48.97,8.86,2.79,7.48,1.02,5.51,0.96,2.45,0.33,2.04,0.27,6.65,5.64,,0.00,,,,,0.14,4.11,0.02,7.68,2.00,0.51287,0.70306,19.75,15.61,39.56,,,,,28.3,-16.6,SAE,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,551744,
s_E 206D [15625],[15625],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE / PICO TEIDE,"MONTANA REVENTADA, SECTIONS ALONG THE CHIO-VILAFLOR ROAD",28.30,-16.60,,,NOT GIVEN [15625],1100 [15625],1100 [15625],,WR [15625] ,VOL,,50.44,2.60,17.74,,,,,8.12,,0.18,3.39,6.89,6.07,2.66,1.00,,0.08,,,,,,12.70,3.42,,7.19,15444.00,151.68,0.66,,36.30,0.82,11.62,142.90,24.15,,,,,53.57,885.20,33.46,471.80,110.30,1.15,,,,0.10,0.17,1.82,0.36,,,0.54,708.70,71.91,155.00,15.24,57.66,10.30,3.31,8.83,1.21,6.59,1.15,3.03,0.42,2.56,0.33,8.43,6.74,,0.00,,,,,0.19,4.99,0.02,11.09,2.49,0.51288,0.70303,19.76,15.62,39.58,,,,,28.3,-16.6,SAE,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,551745,
s_E 204F [15625],[15625],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE / PICO TEIDE,"MONTANA REVENTADA, SECTIONS ALONG THE CHIO-VILAFLOR ROAD",28.30,-16.60,,,NOT GIVEN [15625],1100 [15625],1100 [15625],,WR [15625] ,VOL,,48.40,2.92,17.65,,,,,8.85,,0.21,3.75,7.72,5.67,1.75,1.17,,0.24,,,,,,7.18,2.56,,7.40,16220.00,153.98,0.86,,41.29,0.54,11.07,150.60,21.41,,,,,25.93,1075.50,36.16,355.30,110.80,0.60,,,,0.12,0.18,1.87,0.19,,,0.25,1053.70,85.79,176.70,17.63,65.57,11.44,3.91,9.63,1.33,7.06,1.24,3.16,0.42,2.49,0.33,6.53,6.05,,0.00,,,,,0.09,3.26,0.01,6.36,1.59,0.51288,0.70304,19.77,15.61,39.57,,,,,28.3,-16.6,SAE,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,551746,
