SAMPLE ID,REFERENCES,TECTONIC SETTING,Location,Island,LOCATION COMMENT,LATITUDE,LONGITUDE,MIN ELEVATION,MAX ELEVATION,ROCK NAME,MIN AGE,MAX AGE,AGE,ANALYZED MATERIAL,ROCK TYPE,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,H2O,HE,CO2,F,CL,S,LI,BE,B,SC,TI,V,CR,MN,CO,NI,CU,ZN,GA,GE,AS,SE,BR,RB,SR,Y,ZR,NB,MO,RU,PD,AG,CD,INDIUM,SN,SB,TE,I,CS,BA,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,HF,TA,W,RE,OS,IR,PT,AU,TL,PB,BI,TH,U,iso143Nd144Nd,iso87Sr86Sr,iso206Pb204Pb,iso207Pb204Pb,iso208Pb204Pb,iso176Hf177Hf,HE3_HE4,HE3_HE4_R_RA,HE4_HE3,LATITUDE MAX,LONGITUDE MAX,LAND OR SEA,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,B2O3(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),C(PPM),NA,MG,AL,P,K,CA,FE(PPM),RH(PPM),HG(PPM),EPSILON_ND,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,
s_776-1 [12578],[12578],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE / ANAGA UNIT / SHIELD STAGE,G‹IMAR,28.49,-16.18,-436,-436,BASALT [12578],,,,WR [12578] ,VOL,,41.51,3.97,15.07,,13.48,,,,,0.20,6.43,10.51,3.50,1.91,0.94,,1.87,,,,,,,,,,,326.00,37.00,,43.00,31.00,,129.00,20.00,,,,,13.00,912.00,50.90,395.00,65.10,,,,,,,,,,,0.30,364.00,51.30,98.70,13.50,57.20,11.60,3.81,10.80,1.57,8.24,1.61,4.11,0.55,3.16,0.42,8.00,4.06,,,,,,,,0.00,,4.54,2.49,0.51281,0.70324,19.51,15.52,39.52,,,,,28.49,-16.1833,SAQ,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370548,
s_749-2 [12578],[12578],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / GRAN CANARIA,TASARTICO,27.91,-15.98,-974,-974,BASALT [12578],,,CENOZOIC [12578],WR [12578] ,VOL,,45.42,4.06,15.32,,13.70,,,,,0.26,4.47,9.30,3.35,1.46,0.69,,1.46,,,,,,,,,,,401.00,0.00,,47.00,16.00,,126.00,24.00,,,,,24.00,910.00,31.00,464.00,51.00,,,,,,,,,,,,266.00,,52.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.51292,0.70421,19.59,15.60,39.31,,,,,27.9083,-15.9783,SAQ,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370554,
s_750-3 [12578],[12578],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / GRAN CANARIA,GUIGUI,27.99,-16.03,-1685,-1685,BASALT [12578],,,CENOZOIC [12578],WR [12578] ,VOL,,45.73,3.50,10.85,,13.39,,,,,0.18,10.74,11.27,2.01,0.76,0.41,,1.64,,,,,,,,,,,351.00,920.00,,54.00,318.00,,116.00,17.00,,,,,10.00,447.00,28.40,302.00,40.50,,,,,,,,,,,0.40,166.00,31.70,70.30,9.38,40.30,7.84,2.78,7.96,1.19,6.02,1.09,2.71,0.36,1.98,0.24,7.30,2.58,,,,,,,,0.00,,3.29,0.92,0.51293,0.70329,19.59,15.61,39.33,,,,,27.99,-16.025,SAQ,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370555,
s_780-2 [12578],[12578],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / GRAN CANARIA,GALDAR,28.23,-15.72,-965,-965,BASALT [12578],,,CENOZOIC [12578],WR [12578] ,VOL,,42.62,4.33,13.81,,14.56,,,,,0.18,7.13,11.94,2.31,0.68,0.71,,1.88,,,,,,,,,,,445.00,200.00,,50.00,122.00,,131.00,23.00,,,,,8.00,819.00,34.70,397.00,57.20,,,,,,,,,,,0.30,591.00,44.30,96.90,12.60,52.30,10.60,3.62,9.91,1.42,7.19,1.35,3.32,0.44,2.60,0.31,9.00,3.69,,,,,,,,0.00,,4.49,1.39,0.51292,0.70327,19.64,15.58,39.32,,,,,28.23,-15.715,SAQ,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370558,
s_783-1 [12578],[12578],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / GRAN CANARIA,ISLETA,28.22,-15.48,-772,-772,BASALT [12578],,,CENOZOIC [12578],WR [12578] ,VOL,,44.77,3.98,12.79,,13.96,,,,,0.17,8.86,11.30,2.18,0.60,0.58,,1.48,,,,,,,,,,,413.00,425.00,,49.00,218.00,,118.00,15.00,,,,,6.00,523.00,35.20,330.00,44.40,,,,,,,,,,,0.20,173.00,35.80,81.00,10.80,46.10,9.77,3.30,9.18,1.35,6.88,1.31,3.16,0.44,2.44,0.30,8.20,2.87,,,,,,,,0.00,,3.64,0.89,0.51292,0.70332,19.55,15.57,39.21,,,,,28.215,-15.48,SAQ,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370559,
s_790-1 [12578],[12578],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / GRAN CANARIA,ISLETA,28.12,-15.30,-1228,-1228,BASALT [12578],,,CENOZOIC [12578],WR [12578] ,VOL,,43.65,4.12,10.62,,14.29,,,,,0.17,13.22,10.21,1.87,0.60,0.56,,1.26,,,,,,,,,,,361.00,894.00,,57.00,453.00,,121.00,16.00,,,,,5.00,586.00,33.80,357.00,50.70,,,,,,,,,,,0.20,163.00,43.10,97.30,13.00,55.60,11.00,3.60,10.00,1.41,7.00,1.26,3.03,0.40,2.22,0.26,9.20,3.26,,,,,,,,0.00,,3.92,1.05,0.51289,0.70332,19.88,15.64,39.69,,,,,28.115,-15.3,SAQ,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370560,
s_303905 [1475] / s_303905ACIDWASHED [851],[1475][851],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / GRAN CANARIA,BARRANCO DE BALOS,28.00,-15.60,,,THOLEIITE [1475],,,JURASSIC [851],WR [1475] ,VOL,,47.30,1.06,15.03,,12.12,,,,,0.19,7.87,11.09,2.57,0.17,0.10,2.97,,,,,,,7.68,,,42.20,,385.00,87.00,,48.00,97.00,47.60,59.90,12.70,,,,,1.05,157.50,25.70,31.00,4.71,,,,,,,,,,,,44.60,3.72,8.43,1.29,6.62,2.29,0.82,3.18,0.62,4.30,0.92,2.79,0.40,2.68,0.40,1.21,0.28,,,,,,,,0.31,,0.32,0.07,0.51303,0.70472,17.77,15.59,37.51,,,,,28,-15.6,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3844-303905,
s_303906 [851],[851],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / GRAN CANARIA,BARRANCO DE BALOS,28.00,-15.60,,,THOLEIITE [851],,,JURASSIC [851],WR [851] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,13.00,,,27.40,,,,,,,72.60,84.00,15.50,,,,,5.92,123.00,22.70,45.50,11.70,,,,,,,,,,,,68.10,10.50,21.70,2.77,12.10,3.08,0.91,3.49,0.63,3.89,0.81,2.38,0.34,2.14,0.31,1.53,0.70,,,,,,,,3.56,,1.26,0.33,0.51295,0.70400,18.23,15.59,38.05,,,,,28,-15.6,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3844-303906,
s_B9117.2 [851],[851],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / GRAN CANARIA,BARRANCO DE BALOS,28.00,-15.60,,,THOLEIITE [851],,,JURASSIC [851],WR [851] ,VOL,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,42.90,,,,,,,14.90,44.70,15.30,,,,,0.44,121.00,22.40,31.60,10.40,,,,,,,,,,,,29.90,6.43,13.70,1.94,8.45,2.43,0.84,2.99,0.54,3.59,0.76,2.21,0.32,2.10,0.30,1.11,0.56,,,,,,,,0.36,,0.71,0.14,0.51296,0.70286,19.36,15.66,39.55,,,,,28,-15.6,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3844-B9117.2,
s_KLP 19 [9496] / s_KLP19 [21412],[9496][21412],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA PALMA / TABURIENTE,,28.67,-17.83,1190,1190,BASANITE [9496] / NOT GIVEN [21412],637000 [9496],657000 [9496],,WR [9496] ,VOL,,44.26,4.35,15.84,,,,,12.45,,0.18,5.41,10.84,3.54,1.54,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51290,0.70306,19.67,15.62,39.48,,,,,28.667,-17.8301,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44507-KLP 19,
s_KLP 35 [9496] / s_KLP35 [21412],[9496][21412],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA PALMA / TABURIENTE,,28.62,-17.82,1220,1220,BASANITE [9496] / NOT GIVEN [21412],,830000 [9496],,WR [9496] ,VOL,,42.40,4.20,14.22,,,,,13.30,,0.19,7.46,12.22,3.40,1.34,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51289,0.70309,19.77,15.62,39.61,,,,,28.6213,-17.8217,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44508-KLP 35,
s_KLP 41 [9496] / s_KLP41 [21412],[9496][21412],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA PALMA / TABURIENTE,,28.62,-17.82,1220,1220,BASANITE [9496] / NOT GIVEN [21412],,830000 [9496],,WR [9496] ,VOL,,45.31,4.13,16.63,,,,,11.67,,0.19,5.41,10.60,3.32,1.72,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51288,0.70311,19.95,15.63,39.75,,,,,28.6213,-17.8217,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44510-KLP 41,
s_KLP 63 [9496] / s_KLP63 [21412],[9496][21412],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA PALMA / TABURIENTE,,28.73,-17.98,230,230,BASANITE [9496] / NOT GIVEN [21412],330000 [9496],490000 [9496],,WR [9496] ,VOL,,43.21,4.40,15.33,,,,,13.36,,0.20,6.19,11.02,4.25,0.90,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51289,0.70308,19.73,15.62,39.59,,,,,28.7294,-17.9772,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44511-KLP 63,
s_KLP 77 [9496] / s_KLP77 [21412],[9496][21412],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA PALMA / TABURIENTE,,28.83,-17.87,60,60,BASANITE [9496] / NOT GIVEN [21412],819000 [9496],847000 [9496],,WR [9496] ,VOL,,44.70,3.99,13.62,,,,,12.52,,0.19,8.32,11.66,2.95,1.31,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51288,0.70310,19.81,15.65,39.69,,,,,28.8319,-17.8702,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44514-KLP 77,
s_KLP 80 [9496] / s_KLP80 [21412],[9496][21412],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA PALMA / TABURIENTE,,28.65,-17.83,1057,1057,"BASALT, ALKALINE [9496] / NOT GIVEN [21412]",822000 [9496],846000 [9496],,WR [9496] ,VOL,,46.25,3.56,15.13,,,,,12.06,,0.16,5.92,11.32,3.23,1.26,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51290,0.70305,19.59,15.61,39.34,,,,,28.65,-17.8285,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44515-KLP 80,
s_KLP 89 [9496] / s_KLP89 [21412],[9496][21412],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA PALMA / TABURIENTE,,28.63,-17.83,1060,1060,BASANITE [9496] / NOT GIVEN [21412],,830000 [9496],,WR [9496] ,VOL,,45.30,3.74,15.97,,,,,12.49,,0.18,5.73,10.64,3.51,1.37,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51289,0.70307,20.02,15.64,39.84,,,,,28.6336,-17.8294,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44516-KLP 89,
s_KLP 103 [9496] / s_KLP103 [21412],[9496][21412],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA PALMA / TABURIENTE,,28.64,-17.83,1040,1040,BASANITE [9496] / NOT GIVEN [21412],,830000 [9496],,WR [9496] ,VOL,,46.19,3.11,13.40,,,,,11.58,,0.16,8.10,12.58,2.85,0.81,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51294,0.70302,19.29,15.57,38.97,,,,,28.6407,-17.8297,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44517-KLP 103,
s_KLP 106 [9496] / s_KLP106 [21412],[9496][21412],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA PALMA / BEJENADO,,28.68,-17.85,1090,1090,TEPHRITE [9496] / NOT GIVEN [21412],490000 [9496],560000 [9496],,GL [9496] / WR [21412] ,VOL,,46.98,4.09,16.83,,,,,11.01,,0.19,3.99,9.72,4.12,2.26,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51295,0.70302,19.19,15.57,38.93,,,,,28.6752,-17.8519,SAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44518-KLP 106,
s_GC59 [9586],[9586][14356],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / GUIGUI FORMATION,"PLAYA DE GUIGUI, BARRANCO GUIGUI CHICO, THE FIRST LAVA FLOW ABOVE SEA LEVEL",27.95,-15.83,,,BASALT [9586],,,,WR [9586] / MIN [9586] ,VOL,HE3_HE4(R/R(A)) from OLIVINE [9586],44.52,2.74,8.33,,,,,11.83,,0.18,17.31,9.63,1.66,0.72,0.29,,1.56,,,,,,,,,,,280.00,1415.00,,,631.00,,,,,,,,15.00,319.00,20.00,195.00,28.00,,,,,,,,,,,,131.00,23.00,52.00,6.80,30.00,6.30,2.10,6.00,0.80,4.20,0.70,2.00,0.20,1.40,0.20,4.90,2.00,,,,,,,,1.80,,2.20,0.60,0.51292,0.70331,19.57,15.60,39.31,,,7.26,,27.9469,-15.8261,SAE,,,,OLIVINE-CLINOPYROXENE PHYRIC [9586] ,,,M,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45611-GC59,
s_GC35 [9586],[9586][14356],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / GUIGUI FORMATION,"AGAETE, THE ROAD N810 FROM SAN NICOLAS TO AGAETE, BETWEEN THE 39TH AND 40TH†KM-POSTS",28.09,-15.70,,,"BASALT [9586] / BASALT, PICRITIC [14356]",,,,WR [9586] / MIN [9586] ,VOL,HE3_HE4(R/R(A)) from OLIVINE [9586],44.70,3.11,9.19,,,,,12.01,,0.18,14.87,10.47,1.72,0.79,0.36,,1.37,,,,,,,,,,,292.00,981.00,,,386.00,,,,,,,,17.00,384.00,22.00,238.00,34.00,,,,,,,,,,,,150.00,28.00,63.00,8.20,36.00,7.40,2.30,6.50,0.90,4.60,0.80,2.00,0.30,1.50,0.20,5.70,2.40,,,,,,,,2.30,,2.60,0.70,0.51291,0.70323,19.66,15.61,39.40,,,6.69,,28.0892,-15.7028,SAE,,,,OLIVINE-CLINOPYROXENE PHYRIC [9586] ,,,F,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45612-GC35,
s_TF16 [9586],[9586],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE / SHIELD STAGE,"TENO MASSIF, CUMBRE DE BOLICO, SMALL FIELD ROAD TOWARDS THE RADAR STATION TURNING LEFT FROM N820 BETWEEN THE 79TH AND 80TH†KM-POSTS",28.31,-16.82,,,"BASALT, PICRITIC [9586]",,,,WR [9586] / MIN [9586] ,VOL,HE3_HE4(R/R(A)) from OLIVINE [9586],44.20,2.21,9.95,,,,,11.96,,0.18,15.86,11.01,1.55,0.62,0.32,,0.75,,,,,,,,,,,232.00,1175.00,,,367.00,,,,,,,,15.00,414.00,21.90,158.00,37.10,,,,,,,,,,,,209.00,31.00,57.00,7.10,30.00,5.80,1.90,5.60,0.80,4.00,0.70,1.90,0.20,1.50,0.20,4.00,2.50,,,,,,,,2.40,,2.80,0.70,0.51292,0.70299,19.89,15.63,39.53,,,8.64,,28.3111,-16.8192,SAE,,,,OLIVINE-CLINOPYROXENE PHYRIC [9586] ,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45622-TF16,
s_TF64 [9586],[9586],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE / SHIELD STAGE,"TENO MASSIF, CUMBRE DEL CARRIZAL, IN THE ROAD CUT BETWEEN THE TOWNS OF MASCA AND BUENAVISTA",28.32,-16.85,,,"BASALT, PICRITIC [9586]",,,,WR [9586] ,VOL,,43.50,2.34,9.71,,,,,11.88,,0.18,16.19,11.75,1.30,0.58,0.29,,1.81,,,,,,,,,,,269.00,974.00,,,363.00,,,,,,,,16.00,512.00,21.00,141.00,39.00,,,,,,,,,,,,232.00,31.00,62.00,7.10,29.00,5.70,1.90,5.50,0.80,4.10,0.70,1.80,0.20,1.40,0.20,4.00,2.70,,,,,,,,,,3.40,0.80,0.51289,0.70300,19.71,15.61,39.43,,,,,28.3239,-16.8522,SAE,,,,OLIVINE-CLINOPYROXENE PHYRIC [9586] ,,,S,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45623-TF64,
s_TF23 [9586],[9586],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / TENERIFE / SHIELD STAGE,"ROQUE DEL CONDE MASSIF, BARRANCO DEL REY, THE BASE OF ROQUE IMOQUE SUAREZ, WATERFALL LOCALITY",28.12,-16.68,,,BASALT [9586],,,,WR [9586] / MIN [9586] ,VOL,HE3_HE4(R/R(A)) from OLIVINE [9586],44.98,2.82,10.58,,,,,10.83,,0.16,12.61,13.48,1.84,0.64,0.36,,1.15,,,,,,,,,,,292.00,888.00,,,253.00,,,,,,,,24.00,515.00,22.50,200.00,45.90,,,,,,,,,,,,217.00,32.00,68.00,8.20,35.00,7.20,2.20,6.60,0.90,4.90,0.80,2.10,0.30,1.60,0.20,4.80,3.10,,,,,,,,2.10,,3.00,0.80,0.51290,0.70307,19.65,15.60,39.29,,,6.85,,28.1194,-16.6833,SAE,,,,OLIVINE-CLINOPYROXENE PHYRIC [9586] ,,,F,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45625-TF23,
s_LG1 [9586],[9586],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA GOMERA / SHIELD STAGE,"DEGOLLADA DE PERAZA, VIEWPOINT ON THE ROAD TF713, A SMALL TOURIST TRAIL DOWN TO BARRANCO DE LA LAJA",28.10,-17.20,,,PICRITE [9586],,,,WR [9586] / MIN [9586] ,VOL,HE3_HE4(R/R(A)) from OLIVINE [9586],43.17,2.71,10.14,,,,,12.29,,0.18,16.14,10.05,1.65,0.59,0.38,,1.57,,,,,,,,,,,237.00,1077.00,,,406.00,,,,,,,,13.00,607.00,20.00,167.00,35.00,,,,,,,,,,,,187.00,29.00,64.00,7.80,34.00,7.30,2.40,5.90,0.80,4.40,0.80,1.90,0.20,1.30,0.20,4.50,2.60,,,,,,,,1.50,,2.20,0.60,0.51290,0.70312,19.87,15.63,39.54,,,6.53,,28.1,-17.2,SAE,,,,OLIVINE-CLINOPYROXENE PHYRIC [9586] ,,,F,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45627-LG1,
s_LG11 [9586],[9586],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA GOMERA / SHIELD STAGE,"DEGOLLADA DE PERAZA, THE SAME LOCALITY, AS DESCRIBED FOR SAMPLES LG1 AND LG2, CA. 50 BELOW THE UNCONFORMITY SEPARATING THE OLDER AND YOUNGER BASALTIC SERIES",28.10,-17.18,,,PICRITE [9586],,,,WR [9586] ,VOL,,44.21,2.46,9.21,,,,,11.95,,0.17,17.75,10.13,1.63,0.57,0.35,,0.57,,,,,,,,,,,222.00,1420.00,,,554.00,,,,,,,,15.00,528.00,18.00,140.00,35.00,,,,,,,,,,,,193.00,26.00,54.00,6.80,29.00,6.10,2.10,5.60,0.80,4.00,0.70,1.70,0.20,1.20,0.20,3.70,2.20,,,,,,,,,,2.00,0.60,0.51290,0.70312,19.88,15.63,39.55,,,,,28.0992,-17.1825,SAE,,,,OLIVINE-CLINOPYROXENE PHYRIC [9586] ,,,F,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45629-LG11,
s_LG35 [9586],[9586],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA GOMERA / SHIELD STAGE,A SMALL FIELD ROAD TOWARDS CASAS DE ENCHEREDA AND CASAS DE JUEL TURNING LEFT FROM THE TF711 ROAD BETWEEN HERMIGUA AND SAN SEBASTIAN (NEAR THE 8TH†KM-POST),28.12,-17.15,,,PICRITE [9586],,,,WR [9586] / MIN [9586] ,VOL,HE3_HE4(R/R(A)) from OLIVINE [9586],42.69,2.27,8.75,,,,,13.02,,0.18,20.74,8.26,1.86,0.69,0.39,,0.37,,,,,,,,,,,232.00,1457.00,,,822.00,,,,,,,,15.00,423.00,18.00,152.00,35.00,,,,,,,,,,,,186.00,24.00,52.00,6.50,28.00,6.00,2.00,5.40,0.80,3.80,0.60,1.60,0.20,1.30,0.20,3.80,2.40,,,,,,,,1.60,,2.10,0.60,0.51293,0.70305,19.57,15.59,39.21,,,5.67,,28.1247,-17.1525,SAE,,,,OLIVINE-CLINOPYROXENE PHYRIC [9586] ,,,F,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45630-LG35,
s_LG53 [9586],[9586],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA GOMERA / SHIELD STAGE,"SIMILAR FIELD ROAD, BETWEEN RISCOS DE JUEL AND ROQUE CARABALLO, CA. 500†M BEHIND CASAS DE JUEL",28.15,-17.16,,,BASALT [9586],,,,WR [9586] ,VOL,,43.61,2.95,10.53,,,,,11.86,,0.17,14.23,12.36,2.04,0.70,0.41,,0.28,,,,,,,,,,,306.00,906.00,,,313.00,,,,,,,,18.00,531.00,21.00,193.00,50.00,,,,,,,,,,,,218.00,36.00,73.00,8.60,36.00,7.30,2.40,6.70,0.90,4.70,0.80,1.90,0.20,1.40,0.20,4.70,3.30,,,,,,,,,,3.00,0.80,0.51292,0.70306,19.77,15.62,39.43,,,,,28.1542,-17.1564,SAE,,,,OLIVINE-CLINOPYROXENE PHYRIC [9586] ,,,F,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45632-LG53,
s_LG58 [9586],[9586],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA GOMERA / SHIELD STAGE,"PLAYA DE ALOJERA, BEACH OUTCROP OF A VERY THICK SEQUENCE OF LAVAS REPRESENTING THE LOWER OLD BASALTIC SUITE",28.16,-17.33,,,PICRITE [9586],,,,WR [9586] ,VOL,,45.47,2.34,8.62,,,,,10.46,,0.17,14.24,12.76,1.24,0.59,0.35,,2.91,,,,,,,,,,,261.00,974.00,,,321.00,,,,,,,,16.00,307.00,20.00,150.00,34.00,,,,,,,,,,,,197.00,25.00,53.00,6.40,28.00,5.70,1.90,5.60,0.80,4.10,0.70,1.80,0.20,1.30,0.20,3.70,2.20,,,,,,,,,,2.10,0.40,0.51290,0.70315,19.82,15.62,39.48,,,,,28.1625,-17.3339,SAE,,,,VESICULAR [9586] ,,,S,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45633-LG58,
s_LG59 [9586],[9586],OCEAN ISLAND,Canary Islands,CANARY ISLANDS / LA GOMERA / SHIELD STAGE,"PLAYA DE ALOJERA, BEACH OUTCROP OF A VERY THICK SEQUENCE OF LAVAS REPRESENTING THE LOWER OLD BASALTIC SUITE",28.16,-17.33,,,PICRITE [9586],,,,WR [9586] / MIN [9586] ,VOL,HE3_HE4(R/R(A)) from OLIVINE [9586],43.29,2.32,8.32,,,,,10.94,,0.18,16.79,11.77,0.85,0.21,0.33,,4.43,,,,,,,,,,,234.00,987.00,,,395.00,,,,,,,,6.00,248.00,20.00,159.00,31.00,,,,,,,,,,,,127.00,27.00,56.00,6.80,29.00,6.20,1.90,5.40,0.80,3.90,0.70,1.70,0.20,1.30,0.20,4.00,2.20,,,,,,,,1.40,,2.50,0.40,0.51290,0.70319,19.92,15.64,39.62,,,8.21,,28.1625,-17.3339,SAE,,,,OLIVINE-CLINOPYROXENE PHYRIC [9586] ,,,F,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45633-LG59,
